
message,label
Please let me know if you need any help with the marketing campaign.,0
Can you send me the proposal by this afternoon?,0
Don’t forget about our meeting on Wednesday.,0
You have been selected for a free smartwatch! Reply YES to claim now.,1
URGENT! Your mobile number has been selected to win cruise trip. Call 84859 now!,1
Looking forward to seeing you at the birthday party.,0
Just wanted to say thank you for your help earlier.,0
Let’s go for a walk this morning. The weather is nice.,0
Good luck on your midterm. You’ve got this!,0
Did you watch the game last night? It was thrilling!,0
Are you free this weekend? Let’s plan a trip.,0
Congratulations on your new baby!,0
I will be late to the office today. Stuck in traffic.,0
I’ll be there in 6:00 PM.,0
Please review the attached proposal and let me know your feedback.,0
Good luck on your midterm. You’ve got this!,0
Get rich quick! DM us for our secret trading tips.,1
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
I’ll be there in 2:00 PM.,0
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
Looking forward to seeing you at the conference.,0
Transform your life with our miracle supplement. Click the link to learn more.,1
Confirm your account information to avoid service interruption. Click here to verify.,1
We should catch up over coffee sometime soon.,0
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
"Hey Sarah, are we meeting at 9:00 AM tomorrow?",0
Don’t forget about our meeting on Wednesday.,0
I’m so proud of you for getting the certification.,0
Are you free this weekend? Let’s plan a trip.,0
Want free samples? Follow us and share this post to claim.,1
Want free samples? Follow us and share this post to claim.,1
Congratulations! You have won a cruise trip! Text GO to 75571 now!,1
Low interest rates available for a limited time! Apply for a loan today.,1
Get rich quick! DM us for our secret trading tips.,1
We detected unusual activity on your account. Please update your security information immediately.,1
Transform your life with our miracle supplement. Click the link to learn more.,1
Don’t forget about our meeting on October 5th.,0
Please confirm your attendance for the birthday party.,0
We found a package addressed to you. Click here to confirm your shipping details.,1
Low interest rates available for a limited time! Apply for a loan today.,1
Please send me the notes from the meeting.,0
I’ll drop by your office at 11:00 AM.,0
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
Looking forward to our vacation next week!,0
Transform your life with our miracle supplement. Click the link to learn more.,1
Join our pyramid scheme and get rich quick! DM for details.,1
Congratulations on your new baby!,0
Low interest rates available for a limited time! Apply for a loan today.,1
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
You have been chosen to receive a free cruise trip. Click here to claim!,1
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
You have been awarded an exclusive membership card. Confirm your details to activate.,1
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Can you send me the proposal by this afternoon?,0
Looking forward to seeing you at the team building event.,0
Confirm your account information to avoid service interruption. Click here to verify.,1
Please confirm your attendance for the webinar.,0
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
Your tax refund is pending. Submit your information here to receive it.,1
"Hey Michael, are we meeting at 8:00 AM tomorrow?",0
We detected unusual activity on your account. Please update your security information immediately.,1
We detected unusual activity on your account. Please update your security information immediately.,1
You have been chosen to receive a free iPhone. Click here to claim!,1
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Congratulations on your award! We are proud of you.,0
You have been awarded an exclusive membership card. Confirm your details to activate.,1
Please let me know if you need any help with the marketing campaign.,0
"Turn $100 into $10,000 overnight! DM for details!",1
Congratulations! You have been selected to win a luxury vacation to Sydney. Respond with YES to confirm.,1
Are you free this weekend? Let’s plan a trip.,0
Get thousands of followers overnight! DM us for details.,1
"Turn $100 into $10,000 overnight! DM for details!",1
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
I’m so proud of you for getting the graduation.,0
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
I’m so proud of you for getting the certification.,0
Exclusive deal! Buy one get one free on our luxury watch. Limited time offer.,1
URGENT! Your mobile number has been selected to win gym membership. Call 38947 now!,1
Don’t forget to submit the project report by next Monday.,0
Congratulations! You have won a gym membership. Click here to claim your reward.,1
Don’t forget to water the plants today.,0
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
Win a brand new smartphone! Reply WIN to enter the lucky draw.,1
Transform your life with our miracle supplement. Click the link to learn more.,1
Don’t forget to submit the homework by tomorrow.,0
URGENT! Your mobile number has been selected to win smartwatch. Call 41439 now!,1
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
I can’t wait to see you!,0
URGENT! Your mobile number has been selected to win gift card worth $500. Call 34940 now!,1
Congratulations! You have won a gym membership. Click here to claim your reward.,1
Get thousands of followers overnight! DM us for details.,1
I’m so proud of you for getting the graduation.,0
Congratulations! You have been selected to win a luxury vacation to Maldives. Respond with YES to confirm.,1
We detected unusual activity on your account. Please update your security information immediately.,1
You have been chosen to receive a free gift card worth $500. Click here to claim!,1
Your tax refund is pending. Submit your information here to receive it.,1
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
"Hey Chris, are we meeting at 9:00 AM tomorrow?",0
Exclusive deal! Buy one get one free on our smartphone. Limited time offer.,1
Congratulations! You have been selected to win a luxury vacation to London. Respond with YES to confirm.,1
The concert last night was amazing. Had a great time!,0
Can you send me the budget plan by tomorrow?,0
I’ll be there in 9:00 AM.,0
Please let me know if you have any questions about the rebranding effort.,0
Win a brand new luxury watch! Reply WIN to enter the lucky draw.,1
"Happy birthday, Chris! Hope you have a wonderful day.",0
We found a package addressed to you. Click here to confirm your shipping details.,1
Transform your life with our miracle supplement. Click the link to learn more.,1
"Hey Sarah, are we meeting at 7:00 PM tomorrow?",0
Join our giveaway for a chance to win a cruise trip! Like and share this post.,1
Can you send me the proposal by tomorrow?,0
Get rich quick! DM us for our secret trading tips.,1
We detected unusual activity on your account. Please update your security information immediately.,1
Looking forward to seeing you at the birthday party.,0
Low interest rates available for a limited time! Apply for a loan today.,1
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
Looking forward to our vacation next summer!,0
We detected unusual activity on your account. Please update your security information immediately.,1
Want free samples? Follow us and share this post to claim.,1
You have been chosen to receive a free laptop. Click here to claim!,1
Thank you for your quick response.,0
See you at the party this evening!,0
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
You have been selected to receive a free car. Respond now to claim.,1
Get rich quick! DM us for our secret trading tips.,1
Please let me know if you need any help with the research study.,0
I finished reading the book you recommended. It was excellent!,0
We found a package addressed to you. Click here to confirm your shipping details.,1
Just wanted to say thank you for your help earlier.,0
Let’s schedule a call to discuss the details of the marketing campaign.,0
Thank you for your quick response.,0
Get the latest fashion accessories at 80% off! Shop now!,1
Please send me the notes from the meeting.,0
Don’t forget about our meeting on Wednesday.,0
You have been chosen to receive a free gift card worth $500. Click here to claim!,1
Free cruise trip for our first 100 followers! Claim yours now.,1
I have sent you the files. Please check your email.,0
Get 0% interest on personal loans today! Apply now.,1
You have been selected for a free smartwatch! Reply YES to claim now.,1
Win a free gym membership! Follow our page and tag two friends to enter.,1
Congratulations on your graduation! We are proud of you.,0
Congratulations! You have won a gift card worth $500! Text GO to 79144 now!,1
The concert last night was amazing. Had a great time!,0
Let’s schedule a call to discuss the details of the software development project.,0
"Want to make $10,000 per month from home? Send us a message!",1
Looking forward to our vacation next month!,0
You have been chosen to receive a free laptop. Click here to claim!,1
URGENT! Your mobile number has been selected to win gift card worth $500. Call 39780 now!,1
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
You have been chosen to receive a free iPhone. Click here to claim!,1
Looking forward to our vacation next week!,0
Win a free laptop! Follow our page and tag two friends to enter.,1
Let’s schedule a call to discuss the details of the software development project.,0
"Hey Michael, are we meeting at 1:00 PM tomorrow?",0
You have been chosen to receive a free PlayStation. Click here to claim!,1
You have been selected to receive a free car. Respond now to claim.,1
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
Good luck on your math exam. You’ve got this!,0
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Confirm your account information to avoid service interruption. Click here to verify.,1
You have been awarded an exclusive membership card. Confirm your details to activate.,1
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
Earn $500 daily working from home. Sign up now and start earning immediately.,1
You have been chosen to receive a free PlayStation. Click here to claim!,1
"Happy birthday, Sarah! Hope you have a wonderful day.",0
Join our giveaway for a chance to win a car! Like and share this post.,1
Let’s meet for dinner at 2:00 PM tonight.,0
Just wanted to say thank you for your help earlier.,0
Join our giveaway for a chance to win a gym membership! Like and share this post.,1
Get the latest fashion accessories at 80% off! Shop now!,1
Congratulations on your graduation! We are proud of you.,0
Join our giveaway for a chance to win a cruise trip! Like and share this post.,1
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
Want free samples? Follow us and share this post to claim.,1
"Hey Lisa, are we meeting at 6:00 PM tomorrow?",0
Let’s go for a walk this evening. The weather is nice.,0
I have sent you the files. Please check your email.,0
Congratulations! You have won a iPhone. Click here to claim your reward.,1
"Happy birthday, Alex! Hope you have a wonderful day.",0
Win a brand new luxury watch! Reply WIN to enter the lucky draw.,1
Please let me know if you need any help with the new product launch.,0
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
Let’s go for a walk this evening. The weather is nice.,0
Win a brand new luxury watch! Reply WIN to enter the lucky draw.,1
Congratulations! You have won a car! Reply WIN to 94378 now!,1
Want free samples? Follow us and share this post to claim.,1
Looking forward to our vacation next summer!,0
My flight has been delayed. I will keep you updated.,0
I’ll be there in 3:00 PM.,0
Don’t forget to submit the presentation by tomorrow.,0
We should catch up over coffee sometime soon.,0
I will be late to the office today. Stuck in traffic.,0
Great job on the analysis today!,0
Please confirm your attendance for the conference.,0
Please confirm your attendance for the webinar.,0
Congratulations on your promotion! We are proud of you.,0
"Want to make $10,000 per month from home? Send us a message!",1
Please send me the notes from the meeting.,0
Don’t forget to water the plants today.,0
Please let me know if you need any help with the research study.,0
Can you send me the budget plan by next Monday?,0
Want free samples? Follow us and share this post to claim.,1
Are you free this weekend? Let’s plan a trip.,0
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
Win a brand new smartphone! Reply WIN to enter the lucky draw.,1
You have been awarded an exclusive membership card. Confirm your details to activate.,1
You have been selected for a free laptop! Reply YES to claim now.,1
Don’t forget about our meeting on October 5th.,0
Looking forward to our vacation next month!,0
Transform your life with our miracle supplement. Click the link to learn more.,1
I will call you later this afternoon.,0
Congratulations! You have won a cruise trip. Click here to claim your reward.,1
Earn $500 daily working from home. Sign up now and start earning immediately.,1
We found a package addressed to you. Click here to confirm your shipping details.,1
Thanks for your assistance with the presentation.,0
Good luck on your math exam. You’ve got this!,0
Congratulations! You have been selected to win a luxury vacation to Rome. Respond with YES to confirm.,1
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Looking forward to seeing you at the team building event.,0
My flight has been delayed. I will keep you updated.,0
Earn $500 daily working from home. Sign up now and start earning immediately.,1
I will call you later this afternoon.,0
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Lunch was great yesterday! Let’s do it again sometime.,0
I’ll be there in 8:00 AM.,0
I finished reading the book you recommended. It was excellent!,0
Get the latest fashion accessories at 80% off! Shop now!,1
Good luck on your science test. You’ve got this!,0
Please review the attached report and let me know your feedback.,0
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
Low interest rates available for a limited time! Apply for a loan today.,1
I can’t wait to see you!,0
Can you send me the report by tonight?,0
The concert last night was amazing. Had a great time!,0
Transform your life with our miracle supplement. Click the link to learn more.,1
Did you watch the game last night? It was thrilling!,0
You have been chosen to receive a free iPhone. Click here to claim!,1
Let’s meet for dinner at 11:00 AM tonight.,0
We detected unusual activity on your account. Please update your security information immediately.,1
Please let me know if you need any help with the research study.,0
I’ll be there in 6:00 PM.,0
I’ll be there in 6:00 PM.,0
"Happy birthday, Sophia! Hope you have a wonderful day.",0
Please let me know if you need any help with the rebranding effort.,0
Don’t forget about our meeting on Wednesday.,0
Please let me know if you have any questions about the marketing campaign.,0
I finished reading the book you recommended. It was excellent!,0
Win a brand new tablet! Reply WIN to enter the lucky draw.,1
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
Lunch was great yesterday! Let’s do it again sometime.,0
"Happy birthday, Sophia! Hope you have a wonderful day.",0
I finished reading the book you recommended. It was excellent!,0
Good luck on your final exam. You’ve got this!,0
Don’t forget about our meeting on October 5th.,0
Please send me the notes from the meeting.,0
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
We found a package addressed to you. Click here to confirm your shipping details.,1
Great job on the assignment today!,0
Don’t forget about our meeting on Wednesday.,0
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Congratulations! You have won a gym membership. Click here to claim your reward.,1
Congratulations! You have been selected to win a luxury vacation to Paris. Respond with YES to confirm.,1
Get the latest fashion accessories at 80% off! Shop now!,1
Transform your life with our miracle supplement. Click the link to learn more.,1
"Hey Sophia, are we meeting at 7:00 PM tomorrow?",0
"Turn $100 into $10,000 overnight! DM for details!",1
Can you pick up some milk on your way home?,0
Congratulations on your new baby!,0
Free gift card worth $500 for our first 100 followers! Claim yours now.,1
Get the latest fashion accessories at 80% off! Shop now!,1
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
Thanks for your assistance with the report.,0
"Turn $100 into $10,000 overnight! DM for details!",1
Let’s meet for dinner at 5:30 PM tonight.,0
Let’s meet for dinner at 2:00 PM tonight.,0
Exclusive deal! Buy one get one free on our luxury watch. Limited time offer.,1
I’ll drop by your office at 9:00 AM.,0
See you at the party this evening!,0
Congratulations on your promotion! We are proud of you.,0
I finished reading the book you recommended. It was excellent!,0
Get rich quick! DM us for our secret trading tips.,1
Join our pyramid scheme and get rich quick! DM for details.,1
"Happy birthday, Anna! Hope you have a wonderful day.",0
Let’s schedule a call to discuss the details of the research study.,0
Join our giveaway for a chance to win a cruise trip! Like and share this post.,1
The meeting has been moved to 11:00 AM.,0
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
Please confirm your attendance for the webinar.,0
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
Join our pyramid scheme and get rich quick! DM for details.,1
"Happy birthday, Emily! Hope you have a wonderful day.",0
Great job on the report today!,0
The concert last night was amazing. Had a great time!,0
Great job on the analysis today!,0
My flight has been delayed. I will keep you updated.,0
Don’t forget about our meeting on Wednesday.,0
"Hey David, are we meeting at 6:00 PM tomorrow?",0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
The meeting has been moved to 11:00 AM.,0
Transform your life with our miracle supplement. Click the link to learn more.,1
The concert last night was amazing. Had a great time!,0
Lunch was great yesterday! Let’s do it again sometime.,0
I will be late to the office today. Stuck in traffic.,0
We have detected multiple login attempts to your account. Please reset your password using this link.,1
"Turn $100 into $10,000 overnight! DM for details!",1
Can you pick up some groceries on your way home?,0
We detected unusual activity on your account. Please update your security information immediately.,1
You have been awarded an exclusive membership card. Confirm your details to activate.,1
Please send me the notes from the meeting.,0
"Hey Emily, are we meeting at 8:00 AM tomorrow?",0
Transform your life with our miracle supplement. Click the link to learn more.,1
You have been awarded an exclusive membership card. Confirm your details to activate.,1
Exclusive deal! Buy one get one free on our smartphone. Limited time offer.,1
Please confirm your attendance for the team building event.,0
Free smartwatch for our first 100 followers! Claim yours now.,1
We detected unusual activity on your account. Please update your security information immediately.,1
We should catch up over coffee sometime soon.,0
Please confirm your attendance for the webinar.,0
We detected unusual activity on your account. Please update your security information immediately.,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
Thanks for your assistance with the analysis.,0
See you at the party this afternoon!,0
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Please send me the notes from the meeting.,0
Lose belly fat fast with our special diet plan. Click the link to get started!,1
Let’s schedule a call to discuss the details of the research study.,0
Congratulations! You have won a cruise trip. Click here to claim your reward.,1
I’m so proud of you for getting the award.,0
Your tax refund is pending. Submit your information here to receive it.,1
I will call you later this evening.,0
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
Looking forward to seeing you at the wedding.,0
Did you watch the game last night? It was thrilling!,0
Looking forward to seeing you at the workshop.,0
Low interest rates available for a limited time! Apply for a loan today.,1
Can you pick up some bread on your way home?,0
You have been selected to receive a free shopping voucher. Respond now to claim.,1
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
My flight has been delayed. I will keep you updated.,0
Don’t forget to submit the presentation by this afternoon.,0
Win a free iPhone! Follow our page and tag two friends to enter.,1
I have sent you the files. Please check your email.,0
Congratulations on your new baby!,0
Good luck on your final exam. You’ve got this!,0
I can’t wait to see you!,0
Can you pick up some eggs on your way home?,0
URGENT! Your mobile number has been selected to win vacation package. Call 56685 now!,1
Looking forward to our vacation next holiday!,0
Can you pick up some bread on your way home?,0
Earn $500 daily working from home. Sign up now and start earning immediately.,1
Free gift card worth $500 for our first 100 followers! Claim yours now.,1
See you at the party this afternoon!,0
Looking forward to seeing you at the team building event.,0
Lose belly fat fast with our special diet plan. Click the link to get started!,1
The concert last night was amazing. Had a great time!,0
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
We found a package addressed to you. Click here to confirm your shipping details.,1
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
Congratulations on your promotion! We are proud of you.,0
Please send me the notes from the meeting.,0
You have been chosen to receive a free gym membership. Click here to claim!,1
Let’s meet for dinner at 1:00 PM tonight.,0
Congratulations! You have been selected to win a luxury vacation to London. Respond with YES to confirm.,1
I’ll drop by your office at 2:00 PM.,0
I finished reading the book you recommended. It was excellent!,0
Great job on the assignment today!,0
"Want to make $10,000 per month from home? Send us a message!",1
Congratulations! You have won a smartwatch! Send CLAIM to 82410 now!,1
Don’t forget to water the plants today.,0
Good luck on your final exam. You’ve got this!,0
Looking forward to seeing you at the wedding.,0
The concert last night was amazing. Had a great time!,0
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
Just wanted to say thank you for your help earlier.,0
Win a free cruise trip! Follow our page and tag two friends to enter.,1
Good luck on your math exam. You’ve got this!,0
Join our pyramid scheme and get rich quick! DM for details.,1
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
URGENT! Your mobile number has been selected to win laptop. Call 68714 now!,1
Want free samples? Follow us and share this post to claim.,1
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
We should catch up over coffee sometime soon.,0
Transform your life with our miracle supplement. Click the link to learn more.,1
Can you send me the budget plan by next Monday?,0
You have been selected for a free smartwatch! Reply YES to claim now.,1
The meeting has been moved to 2:00 PM.,0
Let’s go for a walk this afternoon. The weather is nice.,0
The concert last night was amazing. Had a great time!,0
Congratulations on your certification! We are proud of you.,0
We should catch up over coffee sometime soon.,0
Get thousands of followers overnight! DM us for details.,1
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Win a brand new tablet! Reply WIN to enter the lucky draw.,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
I’ll drop by your office at 7:00 PM.,0
Get thousands of followers overnight! DM us for details.,1
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
I’ll be there in 3:00 PM.,0
URGENT! Your mobile number has been selected to win laptop. Call 24375 now!,1
"Happy birthday, Chris! Hope you have a wonderful day.",0
Low interest rates available for a limited time! Apply for a loan today.,1
We should catch up over coffee sometime soon.,0
Don’t forget to submit the presentation by next Monday.,0
You have been selected to receive a free iPhone. Respond now to claim.,1
Win a free gift card worth $500! Follow our page and tag two friends to enter.,1
"Hey John, are we meeting at 5:30 PM tomorrow?",0
Let’s go for a walk this evening. The weather is nice.,0
Don’t forget about our meeting on April 10th.,0
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Get thousands of followers overnight! DM us for details.,1
Join our pyramid scheme and get rich quick! DM for details.,1
Thanks for your assistance with the analysis.,0
Lunch was great yesterday! Let’s do it again sometime.,0
Looking forward to our vacation next holiday!,0
"Turn $100 into $10,000 overnight! DM for details!",1
I’ll drop by your office at 11:00 AM.,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
We should catch up over coffee sometime soon.,0
Did you watch the game last night? It was thrilling!,0
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
URGENT! Your mobile number has been selected to win vacation package. Call 18938 now!,1
Let’s schedule a call to discuss the details of the new product launch.,0
Join our pyramid scheme and get rich quick! DM for details.,1
Get rich quick! DM us for our secret trading tips.,1
Lunch was great yesterday! Let’s do it again sometime.,0
Did you watch the game last night? It was thrilling!,0
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
Confirm your account information to avoid service interruption. Click here to verify.,1
Congratulations! You have won a smartwatch! Text YES to 85635 now!,1
Thank you for your quick response.,0
Congratulations on your promotion! We are proud of you.,0
"Want to make $10,000 per month from home? Send us a message!",1
Thank you for your quick response.,0
Join our giveaway for a chance to win a smartwatch! Like and share this post.,1
Exclusive deal! Buy one get one free on our luxury watch. Limited time offer.,1
"Happy birthday, Chris! Hope you have a wonderful day.",0
Confirm your account information to avoid service interruption. Click here to verify.,1
Get thousands of followers overnight! DM us for details.,1
Thanks for your assistance with the presentation.,0
"Want to make $10,000 per month from home? Send us a message!",1
Please let me know if you need any help with the new product launch.,0
Low interest rates available for a limited time! Apply for a loan today.,1
I finished reading the book you recommended. It was excellent!,0
My flight has been delayed. I will keep you updated.,0
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
I’ll drop by your office at 1:00 PM.,0
Good luck on your midterm. You’ve got this!,0
Get 0% interest on personal loans today! Apply now.,1
Lose belly fat fast with our special diet plan. Click the link to get started!,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Congratulations! You have won a gym membership! Text YES to 20639 now!,1
Get thousands of followers overnight! DM us for details.,1
You have been chosen to receive a free car. Click here to claim!,1
Join our pyramid scheme and get rich quick! DM for details.,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Confirm your account information to avoid service interruption. Click here to verify.,1
Want free samples? Follow us and share this post to claim.,1
I will be late to the office today. Stuck in traffic.,0
Exclusive deal! Buy one get one free on our smartphone. Limited time offer.,1
Let’s meet for dinner at 11:00 AM tonight.,0
We should catch up over coffee sometime soon.,0
Congratulations! You have been selected to win a luxury vacation to Sydney. Respond with YES to confirm.,1
Congratulations! You have won a smartwatch. Click here to claim your reward.,1
Looking forward to our vacation next week!,0
You have been selected for a free gift card worth $500! Reply YES to claim now.,1
The meeting has been moved to 9:00 AM.,0
We found a package addressed to you. Click here to confirm your shipping details.,1
I’ll drop by your office at 9:00 AM.,0
You have been chosen to receive a free car. Click here to claim!,1
I will be late to the office today. Stuck in traffic.,0
I can’t wait to see you!,0
Can you send me the presentation by by Friday?,0
Your tax refund is pending. Submit your information here to receive it.,1
Please let me know if you need any help with the new product launch.,0
Let’s go for a walk this evening. The weather is nice.,0
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
Did you watch the game last night? It was thrilling!,0
I will call you later this afternoon.,0
Looking forward to seeing you at the conference.,0
Get thousands of followers overnight! DM us for details.,1
See you at the party this evening!,0
Thanks for your assistance with the task.,0
My flight has been delayed. I will keep you updated.,0
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
"Happy birthday, Sophia! Hope you have a wonderful day.",0
Join our pyramid scheme and get rich quick! DM for details.,1
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
Congratulations! You have won a PlayStation. Click here to claim your reward.,1
"Want to make $10,000 per month from home? Send us a message!",1
Looking forward to seeing you at the workshop.,0
Get 0% interest on personal loans today! Apply now.,1
Good luck on your math exam. You’ve got this!,0
We should catch up over coffee sometime soon.,0
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
Transform your life with our miracle supplement. Click the link to learn more.,1
We found a package addressed to you. Click here to confirm your shipping details.,1
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
I’ll drop by your office at 3:00 PM.,0
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
Congratulations! You have been selected to win a luxury vacation to Maldives. Respond with YES to confirm.,1
Get 0% interest on personal loans today! Apply now.,1
"Happy birthday, John! Hope you have a wonderful day.",0
I will be late to the office today. Stuck in traffic.,0
Limited time offer: Invest in our crypto scheme and double your money in a week!,1
Earn $500 daily working from home. Sign up now and start earning immediately.,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Congratulations on your certification! We are proud of you.,0
Please let me know if you have any questions about the marketing campaign.,0
Low interest rates available for a limited time! Apply for a loan today.,1
Please let me know if you have any questions about the rebranding effort.,0
Let’s meet for dinner at 9:00 AM tonight.,0
URGENT! Your mobile number has been selected to win cruise trip. Call 45114 now!,1
Congratulations! You have won a PlayStation! Reply WIN to 33883 now!,1
Free gym membership for our first 100 followers! Claim yours now.,1
I finished reading the book you recommended. It was excellent!,0
URGENT! Your mobile number has been selected to win shopping voucher. Call 83120 now!,1
I will be late to the office today. Stuck in traffic.,0
URGENT! Your mobile number has been selected to win gym membership. Call 15415 now!,1
Low interest rates available for a limited time! Apply for a loan today.,1
I’m so proud of you for getting the certification.,0
Congratulations! You have won a PlayStation. Click here to claim your reward.,1
I finished reading the book you recommended. It was excellent!,0
Let’s meet for dinner at 5:30 PM tonight.,0
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
Low interest rates available for a limited time! Apply for a loan today.,1
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Win a free vacation package! Follow our page and tag two friends to enter.,1
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
Just wanted to say thank you for your help earlier.,0
Lose belly fat fast with our special diet plan. Click the link to get started!,1
Can you send me the budget plan by this afternoon?,0
"Happy birthday, John! Hope you have a wonderful day.",0
Let’s go for a walk this morning. The weather is nice.,0
We detected unusual activity on your account. Please update your security information immediately.,1
Congratulations on your graduation! We are proud of you.,0
You have been awarded an exclusive membership card. Confirm your details to activate.,1
Get thousands of followers overnight! DM us for details.,1
Please review the attached presentation and let me know your feedback.,0
Are you free this weekend? Let’s plan a trip.,0
Lose belly fat fast with our special diet plan. Click the link to get started!,1
Don’t forget about our meeting on April 10th.,0
We should catch up over coffee sometime soon.,0
You have been awarded an exclusive membership card. Confirm your details to activate.,1
Congratulations! You have been selected to win a luxury vacation to Hawaii. Respond with YES to confirm.,1
Thank you for your quick response.,0
You have been selected for a free gym membership! Reply YES to claim now.,1
Low interest rates available for a limited time! Apply for a loan today.,1
You have been selected for a free shopping voucher! Reply YES to claim now.,1
You have been pre-approved for a low interest credit card. Apply now to get your new card.,1
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
Free car for our first 100 followers! Claim yours now.,1
We should catch up over coffee sometime soon.,0
Low interest rates available for a limited time! Apply for a loan today.,1
Let’s meet for dinner at 7:00 PM tonight.,0
You have been chosen to receive a free cruise trip. Click here to claim!,1
Looking forward to seeing you at the team building event.,0
I’ll drop by your office at 1:00 PM.,0
Congratulations on your award! We are proud of you.,0
Thanks for your assistance with the report.,0
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
Get thousands of followers overnight! DM us for details.,1
Low interest rates available for a limited time! Apply for a loan today.,1
Earn $500 daily working from home. Sign up now and start earning immediately.,1
Win a brand new luxury watch! Reply WIN to enter the lucky draw.,1
Congratulations! You have been selected to win a luxury vacation to Tokyo. Respond with YES to confirm.,1
Join our giveaway for a chance to win a smartwatch! Like and share this post.,1
